Tenant,ANP,VRF,BridgeDomain,EPG,Pod,Node,IPG,IP,MAC,VLAN
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_Cloud_PRD,EPG_TRANSIT_MDC1_Cloud_PRD,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_SW_CHOST_1,172.29.18.12,00:50:56:A1:68:2C,vlan-2923
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_Cloud_PRD,EPG_TRANSIT_MDC1_Cloud_PRD,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_SW_CHOST_1,172.29.18.8,E8:39:35:22:D1:EE,vlan-2923
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_Cloud_PRD,EPG_TRANSIT_MDC1_Cloud_PRD,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_SW_CHOST_3,172.29.18.61,00:0C:29:F1:83:7F,vlan-2923
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_Cloud_PRD,EPG_TRANSIT_MDC1_Cloud_PRD,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_SW_CHOST_3,172.29.18.62,00:0C:29:8E:6A:9F,vlan-2923
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_Cloud_PRD,EPG_TRANSIT_MDC1_Cloud_PRD,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_SW_CHOST_3,172.29.18.23,00:50:56:A7:22:4D,vlan-2923
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_Cloud_PRD,EPG_TRANSIT_MDC1_Cloud_PRD,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_SW_CHOST_3,172.29.18.50,00:50:56:A7:4B:08,vlan-2923
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_Cloud_PRD,EPG_TRANSIT_MDC1_Cloud_PRD,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_SW_CHOST_3,172.29.18.98,00:50:56:A7:03:41,vlan-2923
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_Cloud_PRD,EPG_TRANSIT_MDC1_Cloud_PRD,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_SW_CHOST_1,172.29.18.7,00:50:56:A7:0F:B3,vlan-2923
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_Cloud_PRD,EPG_TRANSIT_MDC1_Cloud_PRD,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_SW_CHOST_3,172.29.18.11,00:50:56:A1:38:94,vlan-2923
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_Cloud_PRD,EPG_TRANSIT_MDC1_Cloud_PRD,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_SW_CHOST_1,172.29.18.89,00:50:56:AC:06:78,vlan-2923
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_Cloud_PRD,EPG_TRANSIT_MDC1_Cloud_PRD,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_SW_CHOST_2,172.29.18.20,00:50:56:A7:0A:02,vlan-2923
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_Cloud_PRD,EPG_TRANSIT_MDC1_Cloud_PRD,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_SW_CHOST_3,172.29.18.9,00:50:56:A7:6F:A6,vlan-2923
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_Cloud_PRD,EPG_TRANSIT_MDC1_Cloud_PRD,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_SW_CHOST_1,172.29.18.30,00:50:56:A7:72:40,vlan-2923
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_Cloud_PRD,EPG_TRANSIT_MDC1_Cloud_PRD,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_SW_CHOST_2,172.29.18.2,52:54:00:28:BE:C9,vlan-2923
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_Cloud_PRD,EPG_TRANSIT_MDC1_Cloud_PRD,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_SW_CHOST_2,172.29.18.5,52:54:00:CD:BA:0D,vlan-2923
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_Cloud_PRD,EPG_TRANSIT_MDC1_Cloud_PRD,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_SW_CHOST_2,172.29.18.35,00:50:56:A7:16:F2,vlan-2923
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_Cloud_PRD,EPG_TRANSIT_MDC1_Cloud_PRD,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_SW_CHOST_2,172.29.18.40,00:50:56:A7:4A:9C,vlan-2923
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_Cloud_PRD,EPG_TRANSIT_MDC1_Cloud_PRD,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_SW_CHOST_3,172.29.18.36,00:50:56:A7:71:29,vlan-2923
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_Cloud_PRD,EPG_TRANSIT_MDC1_Cloud_PRD,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_SW_CHOST_2,172.29.18.3,52:54:00:F9:92:E6,vlan-2923
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_Cloud_PRD,EPG_TRANSIT_MDC1_Cloud_PRD,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_SW_CHOST_3,172.29.18.51,00:50:56:A7:3B:BE,vlan-2923
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_Cloud_PRD,EPG_TRANSIT_MDC1_Cloud_PRD,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_SW_CHOST_2,172.29.18.31,00:50:56:A7:11:26,vlan-2923
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_Cloud_PRD,EPG_TRANSIT_MDC1_Cloud_PRD,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_SW_CHOST_2,172.29.18.6,52:54:00:55:30:0B,vlan-2923
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_Cloud_PRD,EPG_TRANSIT_MDC1_Cloud_PRD,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_SW_CHOST_2,172.29.18.29,00:50:56:A7:22:5B,vlan-2923
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_Cloud_PRD,EPG_TRANSIT_MDC1_Cloud_PRD,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_SW_CHOST_1,172.29.18.34,00:50:56:A7:46:FF,vlan-2923
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_Cloud_PRD,EPG_TRANSIT_MDC1_Cloud_PRD,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_SW_CHOST_1,172.29.18.14,00:50:56:A7:5D:FE,vlan-2923
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_Chost_PCC1,EPG_TRANSIT_MDC2_Chost_PCC1,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.18.35.68,00:50:56:83:1B:D9,vlan-1035
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_Chost_PCC1,EPG_TRANSIT_MDC2_Chost_PCC1,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.18.35.149,00:50:56:83:2B:A7,vlan-1035
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_Chost_PCC1,EPG_TRANSIT_MDC2_Chost_PCC1,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.18.35.152,00:50:56:83:5A:0C,vlan-1035
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_Chost_PCC1,EPG_TRANSIT_MDC2_Chost_PCC1,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.18.35.58,00:50:56:83:3A:BD,vlan-1035
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_Chost_PCC1,EPG_TRANSIT_MDC2_Chost_PCC1,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.18.35.103,00:50:56:83:65:82,vlan-1035
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_Chost_PCC1,EPG_TRANSIT_MDC2_Chost_PCC1,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.18.35.102,00:50:56:83:5B:B3,vlan-1035
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_Chost_PCC1,EPG_TRANSIT_MDC2_Chost_PCC1,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.18.35.79,00:50:56:83:47:3D,vlan-1035
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_Chost_PCC1,EPG_TRANSIT_MDC2_Chost_PCC1,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.18.35.35,00:50:56:83:31:CC,vlan-1035
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_Chost_PCC1,EPG_TRANSIT_MDC2_Chost_PCC1,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.18.35.38,00:50:56:83:24:E5,vlan-1035
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_Chost_PCC1,EPG_TRANSIT_MDC2_Chost_PCC1,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.18.35.80,00:50:56:83:5A:24,vlan-1035
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_Chost_PCC1,EPG_TRANSIT_MDC2_Chost_PCC1,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.18.35.43,00:50:56:83:2A:57,vlan-1035
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_Chost_PCC1,EPG_TRANSIT_MDC2_Chost_PCC1,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.18.35.36,00:50:56:83:2C:6A,vlan-1035
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_Chost_PCC1,EPG_TRANSIT_MDC2_Chost_PCC1,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.18.35.157,00:50:56:83:1B:EF,vlan-1035
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_Chost_PCC1,EPG_TRANSIT_MDC2_Chost_PCC1,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.18.35.63,00:50:56:83:09:35,vlan-1035
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_Chost_PCC1,EPG_TRANSIT_MDC2_Chost_PCC1,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.18.35.180,00:50:56:83:76:73,vlan-1035
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_Chost_PCC1,EPG_TRANSIT_MDC2_Chost_PCC1,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.18.35.57,00:50:56:83:34:FC,vlan-1035
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_Chost_PCC1,EPG_TRANSIT_MDC2_Chost_PCC1,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.18.35.40,00:50:56:83:64:C6,vlan-1035
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_Chost_PCC1,EPG_TRANSIT_MDC2_Chost_PCC1,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.18.35.41,00:50:56:83:7C:4B,vlan-1035
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_Chost_PCC1,EPG_TRANSIT_MDC2_Chost_PCC1,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.18.35.32,00:50:56:83:5B:38,vlan-1035
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_Chost_PCC1,EPG_TRANSIT_MDC2_Chost_PCC1,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.18.35.44,00:50:56:83:7A:11,vlan-1035
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_Chost_PCC1,EPG_TRANSIT_MDC2_Chost_PCC1,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.18.35.30,00:50:56:83:1F:8C,vlan-1035
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_Chost_PCC1,EPG_TRANSIT_MDC2_Chost_PCC1,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.18.35.75,00:50:56:83:22:38,vlan-1035
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_Chost_PCC1,EPG_TRANSIT_MDC2_Chost_PCC1,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.18.35.72,00:50:56:83:13:5A,vlan-1035
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_Chost_PCC1,EPG_TRANSIT_MDC2_Chost_PCC1,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.18.35.33,00:50:56:83:76:37,vlan-1035
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_Chost_PCC1,EPG_TRANSIT_MDC2_Chost_PCC1,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.18.35.71,00:50:56:83:78:AA,vlan-1035
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_Chost_PCC1,EPG_TRANSIT_MDC2_Chost_PCC1,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.18.35.148,00:50:56:83:2F:6C,vlan-1035
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDR1_FrontEnd_MGT_NW,EPG_TRANSIT_MDR1_FrontEnd_MGT_NW,pod-2,protpaths-2509-2510,IPG_VPC_MDR1_FrontEnd_SW_Trunk,172.31.17.27,00:1F:A0:13:AB:8E,vlan-3135
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDR1_FrontEnd_MGT_NW,EPG_TRANSIT_MDR1_FrontEnd_MGT_NW,pod-2,protpaths-2509-2510,IPG_VPC_MDR1_FrontEnd_SW_Trunk,172.31.17.25,F4:CC:55:C9:C4:81,vlan-3135
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDR1_FrontEnd_MGT_NW,EPG_TRANSIT_MDR1_FrontEnd_MGT_NW,pod-2,protpaths-2509-2510,IPG_VPC_MDR1_FrontEnd_SW_Trunk,172.31.17.26,D4:04:FF:11:25:80,vlan-3135
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC_LB_Berry,EPG_TRANSIT_MDC_LB_Berry,pod-1,protpaths-1305-1306,IPG_VPC_MDC_LB_Berry,172.29.5.4,00:01:D7:E0:37:46,vlan-2918
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC_LB_Berry,EPG_TRANSIT_MDC_LB_Berry,pod-1,protpaths-1305-1306,IPG_VPC_MDC_LB_Berry,172.29.5.1,00:01:D7:E0:37:46,vlan-2918
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC_LB_Berry,EPG_TRANSIT_MDC_LB_Berry,pod-1,protpaths-1305-1306,IPG_VPC_MDC_LB_Berry,172.29.5.3,00:01:D7:E0:37:46,vlan-2918
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC_LB_Berry,EPG_TRANSIT_MDC_LB_Berry,pod-1,protpaths-1305-1306,IPG_VPC_MDC_LB_Berry,172.29.5.8,00:01:D7:E0:37:46,vlan-2918
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC_LB_Berry,EPG_TRANSIT_MDC_LB_Berry,pod-1,protpaths-1305-1306,IPG_VPC_MDC_LB_Berry,172.29.5.6,00:01:D7:E0:37:46,vlan-2918
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC_LB_Berry,EPG_TRANSIT_MDC_LB_Berry,pod-1,protpaths-1305-1306,IPG_VPC_MDC_LB_Berry,172.29.5.9,00:01:D7:E0:37:46,vlan-2918
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC_LB_Berry,EPG_TRANSIT_MDC_LB_Berry,pod-1,protpaths-1305-1306,IPG_VPC_MDC_LB_Berry,172.29.5.2,00:01:D7:E0:37:46,vlan-2918
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC_LB_Berry,EPG_TRANSIT_MDC_LB_Berry,pod-1,protpaths-1305-1306,IPG_VPC_MDC_LB_Berry,172.29.5.10,00:01:D7:E0:37:46,vlan-2918
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC_LB_Berry,EPG_TRANSIT_MDC_LB_Berry,pod-1,protpaths-1305-1306,IPG_VPC_MDC_LB_Berry,172.29.5.5,00:01:D7:E0:37:46,vlan-2918
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_RST_LB,EPG_TRANSIT_MDC2_RST_LB,pod-1,paths-1306,eth1/18,172.29.7.46,00:01:D7:E0:37:44,vlan-912
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_Dev_Ops_Rep,EPG_TRANSIT_MDC2_Dev_Ops_Rep,pod-1,paths-1306,eth1/46,172.26.92.49,94:18:82:48:E9:E1,vlan-2786
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_Dev_Ops_Rep,EPG_TRANSIT_MDC2_Dev_Ops_Rep,pod-1,paths-1305,eth1/46,172.26.92.50,94:18:82:48:EA:31,vlan-2786
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_Production,EPG_TRANSIT_MDC1_FMIS_Production,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.29.11.8,00:21:28:BE:EF:DA,vlan-2903
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_Production,EPG_TRANSIT_MDC1_FMIS_Production,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.29.11.2,00:21:28:BE:F1:FA,vlan-2903
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_Production,EPG_TRANSIT_MDC1_FMIS_Production,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.29.11.3,00:21:28:BE:1A:1A,vlan-2903
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_Production,EPG_TRANSIT_MDC1_FMIS_Production,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.29.11.1,00:21:28:BE:1A:1A,vlan-2903
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_Production,EPG_TRANSIT_MDC1_FMIS_Production,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.29.11.9,00:21:28:BF:5E:FA,vlan-2903
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_Production,EPG_TRANSIT_MDC1_FMIS_Production,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.29.11.7,00:21:28:BF:5E:FA,vlan-2903
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_Production,EPG_TRANSIT_MDC1_FMIS_Production,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.29.11.29,00:21:28:C1:E0:72,vlan-2903
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_Production,EPG_TRANSIT_MDC1_FMIS_Production,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.29.11.23,00:21:28:C1:DE:EC,vlan-2903
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_Production,EPG_TRANSIT_MDC1_FMIS_Production,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.29.11.24,00:21:28:8A:71:D0,vlan-2903
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_Production,EPG_TRANSIT_MDC1_FMIS_Production,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.29.11.22,00:21:28:8A:71:D0,vlan-2903
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_Production,EPG_TRANSIT_MDC1_FMIS_Production,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.29.11.14,00:21:28:B5:D3:40,vlan-2903
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_Production,EPG_TRANSIT_MDC1_FMIS_Production,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.29.11.11,00:21:28:BF:5E:1A,vlan-2903
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_Production,EPG_TRANSIT_MDC1_FMIS_Production,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.29.11.19,00:21:28:C5:FB:9A,vlan-2903
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_Production,EPG_TRANSIT_MDC1_FMIS_Production,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.29.11.21,00:21:28:C5:FB:9A,vlan-2903
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_Production,EPG_TRANSIT_MDC1_FMIS_Production,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.29.11.30,00:21:28:C6:99:7A,vlan-2903
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_Production,EPG_TRANSIT_MDC1_FMIS_Production,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.29.11.28,00:21:28:C6:99:7A,vlan-2903
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_Production,EPG_TRANSIT_MDC1_FMIS_Production,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.29.11.20,00:21:28:B5:DB:B4,vlan-2903
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_Production,EPG_TRANSIT_MDC1_FMIS_Production,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.29.11.25,00:21:28:C6:93:5A,vlan-2903
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_Production,EPG_TRANSIT_MDC1_FMIS_Production,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.29.11.27,00:21:28:C6:93:5A,vlan-2903
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_Production,EPG_TRANSIT_MDC1_FMIS_Production,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.29.11.5,00:21:28:BE:FA:3A,vlan-2903
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_Production,EPG_TRANSIT_MDC1_FMIS_Production,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.29.11.4,00:21:28:BF:5C:9A,vlan-2903
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_Production,EPG_TRANSIT_MDC1_FMIS_Production,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.29.11.6,00:21:28:BF:5C:9A,vlan-2903
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_Production,EPG_TRANSIT_MDC1_FMIS_Production,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.29.11.35,B4:99:BA:AF:D4:71,vlan-2903
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_Production,EPG_TRANSIT_MDC1_FMIS_Production,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.29.11.18,00:21:28:BA:7E:A4,vlan-2903
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_Production,EPG_TRANSIT_MDC1_FMIS_Production,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.29.11.16,00:21:28:BA:7E:A4,vlan-2903
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_Production,EPG_TRANSIT_MDC1_FMIS_Production,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.29.11.10,00:21:28:BF:5A:5A,vlan-2903
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_Production,EPG_TRANSIT_MDC1_FMIS_Production,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.29.11.54,00:21:28:BF:5A:5A,vlan-2903
